demo,demo1,demo2,demo3,demo4,demo5,demo6,demo7,demo8,demo9,dv0,dv1,dv2,dv3,dv4,dv5,dv6,dv7,dv8,dv9,reg_target
0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,-26.34397893
1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,-54.91049997
1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,95.2868583
0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,-2.499591035
0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,-16.50810019
1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,66.97325272
1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,-91.10481864
0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,41.46934035
1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,58.61892651
0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,100.9206603
1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,-92.28527823
1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,-315.1879817
1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,56.52383516
1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,95.51848283
0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,46.80890828
1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,74.90134108
1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,73.87923292
1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,148.9068769
1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,47.01008314
1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,-126.6133462
0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,172.01118730000005
0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,149.5100088
1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,-171.269242
1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,-273.1320428
0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,261.4362673
1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,87.69197026
1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,179.9756915
0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,-67.16508403
1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,-73.61593608
1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,13.14757131
0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,137.7548831
1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,-92.93224349
1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,61.46878119
0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,63.64533548
0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,89.06981867
1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,28.20699089
0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,93.35391243
0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,-66.10219383
1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,153.22226819999997
1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,260.8908589
1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,-69.98183102
1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,-100.5237023
1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,67.1283884
1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,-77.41878149
0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,41.74666059
1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,-102.0740968
1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,110.0818077
1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,-119.6610743
1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,-66.85806737
0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,186.1804395
0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,180.2703866
1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,-61.22798857
0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,-104.2046951
0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,95.07295191
1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1.013684865
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,16.02604644
0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,-290.851632
0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,-84.89781059999999
1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,-121.9240737
1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,-134.77028280000002
0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,-90.83680923
1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,101.2672683
1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,19.65715917
1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,15.47996887
0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,111.5982885
1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,49.10360405
0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,29.37766856
1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,-55.38940177
1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,-145.0055283
0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,169.673483
0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,254.1330261
0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,60.0636707
1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,44.98325661
1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,-33.88592972
0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,81.10986619
1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1.680140287
0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,-84.30530492
1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,65.6929743
1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,-72.18813177
0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,89.13631553
0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,121.758296
0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,-76.38014072
1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,-49.9197279
0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,13.66096807
0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,-147.23485580000005
1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,-154.67129409999995
0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,78.58615868
0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,-30.89021371
1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,-287.4935057
1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,-27.3914914
0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,27.30324351
1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,-91.30956961
1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,-38.88582641
1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,-45.0861854
0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,-211.6873969
1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,16.84736304
1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,-145.61013369999995
1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,-113.28303490000002
0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,97.08982014
1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,170.709039
1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,-41.08620101
1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,31.99549201
1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,-63.06483504
0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,-24.20291847
0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,188.08593080000003
1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,126.79592759999998
0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,15.17873812
0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,10.02674543
1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,33.97891292
0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,56.23522507
0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,19.01558681
0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,76.04770140000002
0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,89.06199855
0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,195.0415455
1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,-281.1634691
0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,-12.71475799
1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,-74.88743589
0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,102.1271051
1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,-1.497571473
1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,75.07735633
1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,-21.33492335
0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,117.4748092
1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,43.29426356
1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,78.55446009999999
0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,167.2504428
1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,-19.1325194
1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,106.7165128
1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,77.60656773
1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,41.86470434
1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,87.85755783
1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1,208.1616634
0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,-104.3139617
0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,230.5120147
1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,-4.721797055
0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,177.9519898
1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,-28.89100746
1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,-256.1669979
1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,214.6965761
0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,-96.80417044
0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,-162.8788049
0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,7.697060218
1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,151.8105916
0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,101.50577309999998
1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,120.3822968
1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,-72.75253145
0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,27.38100262
1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,-168.19642040000005
1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,-24.20136811
1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,59.49173446
0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,9.359596432
1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,67.96286111
1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,-84.73350505
0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,23.09715595
1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,-171.7636774
0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-133.4317968
1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,27.65782538
0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,-41.25294382
1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,58.12214748
0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,-183.2818912
0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,154.4103736
0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,-66.71999586
0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,-39.10202151
0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,191.509835
0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,127.6842384
0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,99.60080635
1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,157.66101630000003
0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,27.1766449
0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,-87.92308204
0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,-43.61312239
0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,-61.23366591
1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,-13.88431802
1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,-135.93209919999998
0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,63.562960200000006
0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,77.63646792
1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,-85.07468879
0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,6.655892964
1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,4.771270192
1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,-49.30682467
0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,39.62753967
1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,18.2726835
1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,-26.74051357
1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,63.49472287
0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,-41.70839511
1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,-40.03559712
1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,25.1993101
0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,51.7373355
1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,89.22096703
1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,275.4609983
1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,-89.36428239
0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,6.198483489
0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,-168.6374555
1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,99.95647179
1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,106.1639385
0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,-78.76816129
1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,152.7313591
1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,-58.21329497
1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,-88.57099698
0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,-172.88054419999997
1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,42.83165439
0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,-212.841263
1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,172.2413316
0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,-64.35504775
1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,-216.0158242
1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,95.64797202
1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,126.7227483
1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,-26.30041532
0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,-101.03765909999998
1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,84.79913952
0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,129.6842073
0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,-106.9236625
1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,5.9960908910000015
0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,26.41140535
0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,-62.67431657
1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,38.05926356
0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,179.4829175
1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,83.92999645
1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,140.9075799
1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,-19.5057652
1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1.922733176
1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,162.2283654
0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,88.97867983
1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,-134.93519750000002
1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,142.96544699999995
0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,120.2574078
1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,-87.65917041
0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,-116.2706717
1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,140.3011553
1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,230.2060869
1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,-136.5562257
1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,359.6994393
1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,92.29351855
1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,-40.18384741
1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,-195.120414
1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,-184.1321426
1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,-87.09705878
0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,-51.75328678
1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,58.66094482
1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-218.7030981
0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,-80.05485831
0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,-53.57150357
0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,-128.759697
1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,118.671645
1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,174.5041705
0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,181.7896871
1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,108.55185690000002
1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,152.4911256
1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,37.52661792
0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,181.7164337
0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,-215.2473406
0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,148.3310319
1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,159.1799865
0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,61.67064746
0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,168.72355380000005
0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,139.0928774
1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,320.4100854
0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,128.6576048
1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,-49.18987472
0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,-70.48269922
1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,-52.34592393
0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,69.77492166
1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,157.5263476
0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,-163.6529113
1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,-1.070661746
1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,-40.37610493
1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,125.5896741
0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,38.90035822
0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,-90.16963566
1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,18.92266069
0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,-54.44315413
1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,-198.7525814
1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,-26.36528455
1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,-242.3981089
0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,7.426016402999999
0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,-15.45670474
1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,113.2787936
1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,200.9015354
0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,-161.53535480000005
1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,319.7308888
1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,50.67082502
0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,154.7394296
0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,326.3291936
1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,-56.99508568
0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,-84.39954300000002
1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,-58.16915095
1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,78.17962633
1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,46.83714873
1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,-116.3932781
0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,-14.88255591
1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,69.02847655
1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,-7.626768892
0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,192.7150694
0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,63.36403051
0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,91.94757111
1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,-137.3766717
0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,-86.48158568
1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,-108.04377209999998
1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,-166.88762309999996
1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,-200.363709
