demo,demo1,demo2,demo3,demo4,demo5,demo6,demo7,demo8,demo9,dv0,dv1,dv2,dv3,dv4,dv5,dv6,dv7,dv8,dv9,class
0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1
1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0
0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1
0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1
1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0
0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1
0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1
1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0
1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0
0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1
1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0
1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1
1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0
1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0
0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1
1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1
1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1
0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0
1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0
1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1
1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0
0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0
1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0
1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1
1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1
0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0
0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0
1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1
1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0
0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1
0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1
0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1
1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1
0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0
0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0
1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0
0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1
1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0
1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1
0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0
0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1
1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0
1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0
0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1
0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0
1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1
0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1
0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0
1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1
1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1
1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1
1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1
1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0
0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0
1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0
1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1
1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0
1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0
1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0
1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0
0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1
0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0
1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1
1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1
1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1
1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0
1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1
1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0
1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0
0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0
0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1
1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1
0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0
0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1
1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0
1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1
1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1
1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1
0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0
0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0
1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0
1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1
1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0
0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1
0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0
0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1
1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1
1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1
1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1
1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0
1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0
0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0
0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1
1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1
0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0
1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0
0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0
1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0
1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0
1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0
1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0
1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0
1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1
0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0
0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1
0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1
0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1
1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0
1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1
1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0
0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0
1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0
1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0
1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0
0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0
1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0
1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1
0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1
1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0
1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0
0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1
0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0
0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1
1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1
0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0
0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0
1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0
1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0
1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1
0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0
0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0
0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1
1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1
0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1
1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0
1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0
0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1
1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1
1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0
1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1
1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1
1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1
1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0
1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1
1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1
1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0
0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0
1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0
0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1
1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0
1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0
1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0
0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1
1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0
1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0
0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1
0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1
0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1
1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0
1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0
1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0
1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0
1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0
1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1
0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1
1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1
0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1
0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1
1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1
1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1
1,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0
1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1
0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1
1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0
0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1
0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1
0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1
1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0
0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1
1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1
0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1
0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0
1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1
1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1
1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0
1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1
1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1
0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1
0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0
1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0
0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0
0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1
1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1
1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1
1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1
0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1
0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1
0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0
0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0
1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1
0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1
1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0
1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1
1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1
1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1
1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0
1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0
0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1
1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1
0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,1
0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1
0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1
0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1
1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1
0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1
0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0
0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1
0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0
0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0
0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0
1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1
1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1
1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0
0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1
0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0
1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0
1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0
1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1
1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1
0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1
0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1
0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1
0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1
0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1
0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0
1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0
0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1
0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0
0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1
0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0
0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1
1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1
1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1
1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1
0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1
1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1
1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0
1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1
0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1
1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0
1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1
0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0
1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1
0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1
1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0
1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0
1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1
1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0
1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1
1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1
0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1
0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1
0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1
1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1
1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0
1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1
1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0
1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0
0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1
0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1
1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0
0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0
1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0
1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1
0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0
1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1
1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1
0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1
1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0
1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0
1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1
1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0
